,Id (Review),Review,Sentiment
1034,306533,"All chargers in use. I did witness a ""charging etiquette foul"" though as a Fiat 500e unplugged another 500e that was still charging. I spoke with the Mall general manager last week. He's thrilled that the chargers are in such demand and is working to get a whole lot more installed but getting the electricity pulled is going to take a while. While I, too, hate the rude behavior, ""the tragedy of the commons""  should improve with more chargers. ",negative
1035,306532,temperature error,negative
1036,306531,temperature error,negative
1037,306529,Keep getting charge error so on middle two stations. ,negative
1038,306523,"Very fast charge! The bookstore next to it is open until 10 with facilities and coffee/snacks. There's a restaurant across the parking lot, but pretty much everything else in the shopping center is a hike.",positive
1039,306516,Here now,Positive
1040,306515,temp error again,negative
1041,306511,The quick charge is working but only one of the two EZ charge are working,Negative
1042,306507,Thanks.,positive
1043,306500,First week of September is now over. Still no chademo  -- checkin created before location officially marked open,negative
1044,306497,"Unless there is explicit signage for EVs, and has site mgmt approval, these outlets should not be used and this really should not be even listed here.",negative
1045,306496,Was hoping to use this dcqc this weekend on a road trip. Can someone confirm it is totally out of service?,Negative
1046,306494,CHADEMO Combo,Negative
1047,306493, -- checkin created before location officially marked open,Negative
1048,306490,All plugs appear functional.  Got a great charge there.  Currently no fee.,positive
1049,306488,3 stations used.,negative
1050,306486,Will be here only for 30 min to an hr,Positive
1051,306484,Alarm button on.  Could not charge.,negative
1052,306481,works okay.,positive
1053,306480,3 of the 4 spots were ICE'd and then the chargepoint stations aren't provisioned. ,negative
1054,306477,Charging to 80% on DCQC Left side.  Screen on right looks good this time.,positive
1055,306473,looks like both lvl2 are down,negative
1056,306471,The repair will take a few more business days. Will post an update once repair complete. Greg clo@goe3.com ,negative
1057,306468,Both sides down.,negative
1058,306466,Still not operational yet but 220 is now installed as well.  Getting closer,negative
1059,306465,"i called the number on the charging station.  took my cc , phone call tokk 4 min.  2$/4h.  great service.  charging at 18mi/h",positive
1060,306462,"New install, works great.",positive
1061,306459,306 mph in 3B,positive
1062,306458,I called this place to confirm I could charge for an hour. (I wanted to make sure I wasn't left short trying to get to a supercharger)          He told me they don't offer any EV charging. Was pretty rude.,negative
1063,306457,still working.  gotta talk to building management to get parking space marked for ev only. ,Positive
1064,306450,Cool beans!  ,positive
1065,306449,"4 bays, two charging and two fully charged blocking the spots....",negative
1066,306448,2 cars fully charged but blocking the spaces.,negative
1067,306446,EVSE 1 trouble getting it to charge. Was chased away from side area of Handicapped parking EVSE 3 by a customer/staff? moved back to EVSE 1 and it started working,negative
1068,306443,"EVSE 1 still down with red ""trouble"" light EVSE 2 requires EVGO card",negative
1069,306437,Be advised this station is for tenants and visitors use ONLY. No walkoffs.  Seth.D,negative
1070,306431,Tapped the card several times and the charger wouldnt release. ,negative
1071,306429,Phone number has changed but still allowing EV charging as long as you play.  New number is 877-849-3992.  If your lucky they might be paying you to charge.  Then again it might be your most expensive charge ever!,Positive
1072,306427,there used to be two spots available but now there is only one spot because the city painted handicap spots. and the one spot closest to the plug is being iced,negative
1073,306426,They allow my Chevy Volt to charge! Great pizza and salad at the restaurant in the front of the dealer.,positive
1074,306419,"out of 4 occupued spots, only one EV charging.",negative
1075,306418,"I've charged here several times, though the power only seems to be on and somewhat reliable after noon due to trees directly east of the panels. I frequently see leafs parked here but not plugged in, is there a reason for not plugging in?",negative
1076,306413,"Card reader not working, had to call eVgo customer service to remotely start charger.",negative
1077,306403,Behind the McDonald's ,Positive
1078,306398,1 available charger & 2 could be available if the blue Mercedes & black Leaf move.,negative
1079,306393,Looks like the charger was rebooted. Thank you Ole!,positive
1080,306389,Have 2 available,positive
1081,306384,"Arrived with 106 miles left in the battery. Hooked up to station 1B and seeing fast charging rate of 302 mi/hr. No spots ICE'ed, but then, it's somewhat far from the mall entrance so that's unlikely unless it's a really busy weekend day. ",positive
1082,306383,In Meijers parking lot. ,Positive
1083,306380,Cable is still not repaired!,negative
1084,306379,All other spots currently ICEd by handicap cars. Seems like it might be a common issue. It'd be nice if they weren't combination spots. Thanks anyhow I Square! ,negative
1085,306377,Blue Mercedes & black Leaf are done charging please move them so that others can charge. Red Mercedes is still charging & so am I. ,negative
1086,306376,Full! Wow.,negative
1087,306375,"All bays are ""accessible"" but people trying to get into 3 and 4 will have a hard time backing in. There are signs in the roadway directing people to the left to park but you can slalom around them to get to the chargers.",negative
1088,306372,44 kw,Positive
1089,306371,People come n park here n leave it's not fair for customers that come n shop n want to use them ,negative
1090,306369,Quick charge worked great even in the rain!,positive
1091,306368,"Kind of wish the chargers are dual-head units like ChargePoint.  4 Stalls + 2 chargers is kind of odd, especially when the new EVs all lock up the connector when the doors are locked.",negative
1092,306361,Charger display an error code.,negative
1093,306360,Error on charger,negative
1094,306355,Charging 358 mph,positive
1095,306354,Still locked down(:,negative
1096,306352,Added $25 to charge here. Did not work. Waisted time for nothing ,negative
1097,306351,Inside service bay on south wall,Positive
1098,306350,Just a note if anyone is wondering. The Focus Electric using the CHAdeMO unit is doing so with a custom addition. They do not have quick charging capability from the factory.,Positive
1099,306342,"Just an update that BCIT is still actively working to get this system operational 24/7.  Somebody drove into the edge of the solar canopy causing damage that required another safety inspection. This was followed by a power outage caused by a truck hitting a power pole in the area. Now, they are trying to diagnose an issue with one of the system alarms. Stay tuned....",Positive
